日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-12-23,,29.9,27.45,31.0,26.88,25182600,713472000.0,,,,
2022-12-26,,27.5,27.81,28.43,25.66,12604257,343456992.0,,,,
2022-12-27,,27.7,27.76,29.0,26.59,9255904,254649184.0,,,,
2022-12-28,,27.59,26.94,29.27,26.81,8756802,246377296.0,,,,
2022-12-29,,26.25,26.42,27.39,26.0,5274823,140674416.0,,,,
2022-12-30,,26.8,25.08,27.0,24.65,7561967,193897008.0,,,,
2023-01-03,,25.12,27.45,27.71,25.12,7629414,204256832.0,,,,
2023-01-04,,27.17,26.48,27.9,26.13,4874127,130393824.0,,,,
2023-01-05,,26.71,28.0,28.26,26.5,5854435,160847648.0,,,,
2023-01-06,,27.87,27.81,29.2,27.66,5774981,163988944.0,,,,
2023-01-09,,28.23,28.03,29.4,27.86,5113941,145855120.0,,,,
2023-01-10,,28.08,29.09,29.75,27.9,5269667,153252944.0,,,,
2023-01-11,,28.98,28.99,29.76,28.5,3179941,91728352.0,,,,
2023-01-12,,29.2,29.22,29.56,28.0,4029728,116910152.0,,,,
2023-01-13,,29.26,29.34,29.58,28.8,2237893,65408512.0,,,,
2023-01-16,,29.31,29.84,30.88,28.62,3591271,106842704.0,,,,
2023-01-17,,30.05,29.48,30.8,29.18,3715606,110752640.0,,,,
2023-01-18,,29.5,31.02,31.03,29.14,4134464,125611832.0,,,,
2023-01-19,,32.5,32.5,33.25,30.62,5269304,168935856.0,,,,
2023-01-20,,32.25,31.2,33.26,30.83,4049111,127245776.0,,,,
2023-01-30,,31.67,31.01,32.04,30.5,3668544,114565992.0,,,,
2023-01-31,,31.09,32.0,32.69,30.88,4400122,139908592.0,,,,
2023-02-01,,32.2,31.75,32.75,31.1,3836335,122008600.0,,,,
2023-02-02,,33.01,38.1,38.1,32.6,9221062,337332096.0,,,,
2023-02-03,,37.0,38.82,39.98,36.49,12755038,489630752.0,,,,
2023-02-06,,38.48,36.6,39.66,36.1,7395739,273775328.0,,,,
2023-02-07,,36.83,40.49,41.3,36.83,10607706,409839936.0,,,,
2023-02-08,,39.49,38.48,39.6,37.88,7085327,272979008.0,,,,
2023-02-09,,37.87,37.6,38.17,36.88,6440283,240869456.0,,,,
2023-02-10,,37.5,37.12,38.0,36.37,4690789,173971312.0,,,,
2023-02-13,,36.98,37.35,38.17,36.33,4653933,173008896.0,,,,
2023-02-14,,37.01,38.36,38.5,36.58,5301810,200167088.0,,,,
2023-02-15,,38.18,37.72,38.34,36.72,4389641,164638496.0,,,,
2023-02-16,,37.2,35.42,38.13,35.3,5159162,188598288.0,,,,
2023-02-17,,35.48,35.2,36.38,35.1,3341971,119094720.0,,,,
2023-02-20,,35.2,35.04,35.76,34.0,3337998,116212992.0,,,,
2023-02-21,,35.04,34.38,35.33,34.0,3262733,112786336.0,,,,
2023-02-22,,34.2,34.57,35.0,33.92,2075791,71614416.0,,,,
2023-02-23,,34.5,34.74,35.75,34.5,3151386,110249664.0,,,,
2023-02-24,,35.0,35.09,35.47,34.75,2402849,84436792.0,,,,
2023-02-27,,34.81,33.6,35.55,33.4,4341069,149346928.0,,,,
2023-02-28,,33.8,33.42,34.56,32.9,5071086,170254736.0,,,,
2023-03-01,,33.43,33.45,33.88,33.03,2831585,94658480.0,,,,
2023-03-02,,33.46,32.21,33.66,31.97,3769361,122802072.0,,,,
2023-03-03,,32.48,32.26,33.35,32.04,2536961,82708624.0,,,,
2023-03-06,,32.66,33.87,34.48,31.78,5115161,169835168.0,,,,
2023-03-07,,33.69,32.35,33.7,32.3,3152967,104309176.0,,,,
2023-03-08,,32.35,32.81,33.4,32.25,2022043,66213656.0,,,,
2023-03-09,,32.81,33.6,34.36,32.49,4259419,143013600.0,,,,
2023-03-10,,34.0,34.99,35.88,33.8,6623003,231506544.0,,,,
2023-03-13,,34.38,34.15,35.1,33.42,4031444,137106912.0,,,,
2023-03-14,,34.26,33.97,34.26,32.42,4053637,135490576.0,,,,
2023-03-15,,34.54,34.13,35.97,33.8,4605030,161243232.0,,,,
2023-03-16,,33.51,32.47,34.7,32.06,4084356,135485648.0,,,,
2023-03-17,,32.0,31.81,32.71,31.1,4293536,136187776.0,,,,
2023-03-20,,31.72,32.77,33.2,30.48,4612889,147772752.0,,,,
2023-03-21,,32.52,33.11,33.25,32.04,2354334,77078560.0,,,,
2023-03-22,,32.89,32.7,33.86,32.45,2661916,88041264.0,,,,
2023-03-23,,32.99,33.38,33.6,32.5,2667445,88081192.0,,,,
2023-03-24,,33.68,33.95,34.98,33.2,4477590,153069488.0,,,,
2023-03-27,,33.58,35.07,35.27,33.33,4228167,146268800.0,,,,
2023-03-28,,34.6,34.51,35.33,34.38,2808860,97668400.0,,,,
2023-03-29,,34.34,35.62,36.78,34.34,5245067,187071328.0,,,,
2023-03-30,,35.76,35.43,37.48,35.41,5569261,202670912.0,,,,
2023-03-31,,35.1,35.49,36.37,35.0,2871903,102390880.0,,,,
2023-04-03,,35.8,36.36,36.89,35.6,3790851,137509184.0,,,,
2023-04-04,,36.3,35.76,36.6,35.22,4011315,143814000.0,,,,
2023-04-06,,35.77,38.09,39.16,35.5,5983053,224910080.0,,,,
2023-04-07,,37.5,38.3,38.55,37.11,3767723,142350816.0,,,,
2023-04-10,,38.0,37.6,39.08,36.91,3178489,120101984.0,,,,
2023-04-11,,37.65,39.38,39.7,37.0,4463115,172163520.0,,,,
2023-04-12,,39.28,46.52,47.25,39.28,8538334,373771040.0,,,,
2023-04-13,,45.01,45.02,46.7,44.2,5258375,239190224.0,,,,
2023-04-14,,45.66,53.66,54.01,44.6,8870554,437855520.0,,,,
2023-04-17,,53.9,53.41,59.83,51.65,9605008,523454944.0,,,,
2023-04-18,,52.28,49.43,53.0,48.48,7180266,358760800.0,,,,
2023-04-19,,49.93,49.66,51.66,49.31,5834614,294351040.0,,,,
2023-04-20,,48.06,52.5,54.18,48.0,7204141,372316064.0,,,,
2023-04-21,,51.7,49.1,51.8,48.6,4297331,214775536.0,,,,
2023-04-25,,51.74,54.28,55.49,49.34,7298539,383569728.0,,,,
2023-04-26,,52.56,50.16,52.56,47.56,5753128,288359936.0,,,,
2023-04-27,,50.8,52.0,53.73,48.68,4410380,228637200.0,,,,
2023-04-28,,51.44,53.04,55.98,50.52,4098551,219867424.0,,,,
2023-05-04,,51.56,49.7,52.43,48.86,4010156,201118656.0,,,,
2023-05-05,,48.58,48.5,50.1,47.7,3339747,162610192.0,,,,
2023-05-08,,47.85,46.0,48.88,45.9,3936789,184523664.0,,,,
2023-05-09,,45.22,45.35,47.1,44.22,2800874,127411168.0,,,,
2023-05-10,,45.0,44.61,45.6,43.87,1663196,74246720.0,,,,
2023-05-11,,45.5,45.15,46.5,44.63,1835087,83509856.0,,,,
2023-05-12,,44.8,43.68,47.2,43.5,3249498,146448528.0,,,,
2023-05-15,,43.11,43.41,45.15,43.0,2179760,95525176.0,,,,
